id,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,higherClassification,kingdom,phylum,class,order,family,scientificName,simplifiedName,taxonID,scientificNameAuthorship,genus,subgenus,specificEpithet,verbatimTaxonRank,infraspecificEpithet,taxonRank,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,,typeStatus,recordedBy,associatedCollectors,recordNumber,eventDate,eventDate2,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,substrate,verbatimAttributes,behavior,vitality,fieldNumber,eventID,informationWithheld,dataGeneralizations,dynamicProperties,associatedOccurrences,associatedSequences,associatedTaxa,reproductiveCondition,establishmentMeans,cultivationStatus,lifeStage,sex,individualCount,samplingProtocol,preparations,locationID,continent,waterBody,islandGroup,island,country,stateProvince,county,municipality,locality,locationRemarks,localitySecurity,localitySecurityReason,decimalLatitude,decimalLongitude,OG_geodeticDatum,geodeticDatum_translated_to.WGS83,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,sourcePrimaryKey.dbpk,collID,recordID,references
1493728,UCR,,,PreservedSpecimen,UCR-BPS-116203,UCR0111504,UCR-116203,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus raphanistrum X sativus,Raphanus raphanistrum X sativus,NA,L.,,NA,,,,,A.C. Sanders,2019,,,,,,NA,Jeri Hirshberg,,249,8/31/93,,1993,8,31,243,NA,8/31/93,Near creek.,,,,NA,NA,NA,NA,NA,,,NA,NA,,Flowering & Fruiting,,NA,NA,,NA,NA,,NA,,NA,NA,NA,United States,California,San Diego,,"Escondido Creek, 0.25 mi west of Sunrise Hwy",,0,NA,32.86528,-116.42472,,,NA,,,,TopoZoneACS,,,NA,NA,NA,NA,NA,,,,,9/7/24 22:00,UCR-BPS-116203,3,ae1fd74d-3be1-470d-9db7-739df100f8ef,https://cch2.org/portal/collections/individual/index.php?occid=1493728
1467990,UCR,,,PreservedSpecimen,UCR-BPS-100464,UCR0083342,UCR-100464,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,Raphanus sativus,29702,L.,Raphanus,NA,sativus,,,Species,,,,,,,,NA,B.G. Pitzer,,2777,4/30/96,,1996,4,30,121,NA,4/30/96,Uncommon annual; fls. purple & white.,"Coastal marsh, with Distichlis, Carpobrotus, Mesembryanthemum, etc.",,,NA,NA,NA,NA,NA,,,NA,NA,,Flowering & Fruiting,,NA,NA,,NA,NA,,NA,,NA,NA,NA,United States,California,Orange,,"Upper Newport Bay, CA Dept. Fish & Game Ecological Reserve, west of Jamboree Road; Upper Newport Bay",,0,NA,33.64833,-117.87,,,NA,MH 1E 2N,,,Collector GeoRef,,,6,NA,NA,NA,NA,,,,,9/7/24 22:01,UCR-BPS-100464,3,fa6d0ce3-5dd5-4c58-8395-05af9abbf7b1,https://cch2.org/portal/collections/individual/index.php?occid=1467990
1474360,UCR,,,PreservedSpecimen,UCR-BPS-96409,UCR0083338,UCR-96409,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,Raphanus sativus,29702,L.,Raphanus,NA,sativus,,,Species,,,,,,,,NA,Scott D. White,,4656,2/2/97,,1997,2,2,33,NA,2/2/97,"Locally common annual (?), especially along trails. Less than 1 m tall; fls. violet.","Coastal sage scrub dominated by Opuntia littoralis, and non-native annual grassland.",,,NA,NA,NA,NA,NA,,,NA,NA,,Flowering & Fruiting,,NA,NA,,NA,NA,,NA,,NA,NA,NA,United States,California,Los Angeles,,"San Dimas/Pomona area: Bonelli Regional Park, just northwest of Puddingstone Reservoir, south of San Dimas Ave, and east of the I-210 Fwy",,0,NA,34.09167,-117.81667,,,NA,T1S R9W sec,,,Collector GPS,,,244,NA,NA,NA,NA,,,,,9/7/24 22:01,UCR-BPS-96409,3,5fdcb406-4ab5-4de8-bf9d-1913bdacd56b,https://cch2.org/portal/collections/individual/index.php?occid=1474360
469027,SD,,,PreservedSpecimen,3240F0B9-6F67-4E38-A0B5-6A40DBFC4F8E,SD00062662,SD152110,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,Raphanus sativus,29702,L.,Raphanus,NA,sativus,,,Species,,,,,,,,NA,Jon Rebman,Nile Guinty-Riberto,6162,1/21/00,,2000,1,21,21,NA,1/21/00,,,,Annual. Lavender flowers with fruits.,NA,NA,NA,NA,NA,,,NA,NA,,FFL,,0,NA,,NA,NA,,NA,,NA,NA,NA,United States,California,San Diego,,"San Diego Urban Canyons, North Park/Golden Hill: Cedar Ridge Park area, canyon area along I-15",,0,NA,32.7225,-117.1175,WGS84,,80,,mak,,TOPO! v3.4.2,,Collectors Lat/Long used,150,NA,NA,NA,NA,,,,,9/4/24 12:55,SD152110,43,57debe4d-1d14-46b5-a482-8684d691cec6,https://cch2.org/portal/collections/individual/index.php?occid=469027
469025,SD,,,PreservedSpecimen,047242F1-8154-4E5B-9779-1E4770E56C3F,SD00062738,SD148417,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,Raphanus sativus,29702,L.,Raphanus,NA,sativus,,,Species,,,,,,,,NA,Jon Rebman,,6131,1/14/00,,2000,1,14,14,NA,1/14/00,,,,"Perennial to 0.4 meters, flowers lavender.",NA,NA,NA,NA,NA,,,NA,NA,,FL,,0,NA,,NA,NA,,NA,,NA,NA,NA,United States,California,San Diego,,"San Diego Urban Canyons, North Park area: Switzer Canyon, mostly W of 30th Street",,0,NA,32.73361,-117.13056,WGS84,,80,,mak,,"TRS Conversion, TOPO! v3.4.2",,Collectors Lat/Long used,100,NA,NA,NA,NA,,,,,9/4/24 12:55,SD148417,43,5ed6dc73-c16d-4e2d-a8ca-09cb2985ce9f,https://cch2.org/portal/collections/individual/index.php?occid=469025
469028,SD,,,PreservedSpecimen,C20207E7-E16D-4C9C-98C0-3F0C4EB2DD50,SD00062768,SD152111,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,Raphanus sativus,29702,L.,Raphanus,NA,sativus,,,Species,,,,,,,,NA,Jon Rebman,"Karen Rich, Oscar Solis, Richard Shekelle",6188,3/3/00,,2000,3,3,63,NA,3/3/00,,,,Flowers lavender.,NA,NA,NA,NA,NA,,,NA,NA,,FL,,0,NA,,NA,NA,,NA,,NA,NA,NA,United States,California,San Diego,,"San Diego Urban Canyons, North Park: Juniper Canyon",,0,NA,32.72917,-117.12083,WGS84,,80,,mak,,"TRS Conversion, TOPO! v3.4.2",,Collectors Lat/Long used,140,NA,NA,NA,NA,,,,,9/4/24 12:55,SD152111,43,5885202b-1d71-4beb-b888-b9d12ab0c1eb,https://cch2.org/portal/collections/individual/index.php?occid=469028
3753225,SDSU,,,PreservedSpecimen,a996bd6b-a2c8-45da-b80c-5ba57e2e0375,SDSU15560,15560,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,Raphanus sativus,29702,L.,Raphanus,NA,sativus,,,Species,,,,,,,,NA,Jon Rebman,Nile Guinty-Riberto,6162,1/21/00,,2000,1,21,21,21,21-Jan-00,,,,Annual. Lavender flowers with fruits.,NA,NA,NA,NA,NA,,,NA,NA,,In flower and fruit.,,NA,NA,,NA,NA,,NA,,NA,NA,NA,United States,California,San Diego,,"San Diego Urban Canyons, North Park/Golden Hill: Cedar Ridge Park area, canyon area along I-15",,0,NA,32.7225,-117.1175,WGS84,,80,,mak,,TOPO! v3.4.2,,,150,NA,NA,NA,NA,,,,SDSU,8/27/24 12:57,,6,a996bd6b-a2c8-45da-b80c-5ba57e2e0375,https://cch2.org/portal/collections/individual/index.php?occid=3753225
76355,SBBG,,,PreservedSpecimen,57f33325-56df-4d18-a61f-0f0fa8be7769,SBBG213818,SBBG_old: 115019,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,Raphanus sativus,29702,L.,Raphanus,NA,sativus,,,Species,,,,,,,,NA,R. Burgess,P. Munro,4980,9/19/01,,2001,9,19,262,NA,9/19/01,common,silty loam; full sun; ruderal scrub,,ann; purple cor w/ dark veins; sts 5-9 dm tall,NA,NA,NA,NA,NA,,,NA,NA,"Baccharis salicifolia, Baccharis pilularis, Melilotus albus",Flowers Present; Fruit Present,,NA,NA,,NA,NA,,NA,,NA,NA,NA,United States,California,Ventura,,Olivas Adobe Rd adjacent to Olivas Adobe Park Golf Course; Ventura,,0,NA,34.243,-119.2489,WGS84,,750,,dwilken,,Google Earth,,georef from 2006-2015 archive backup file; Date Georeferenced: Mon Dec 26 13:37:13 2011,NA,NA,NA,NA,NA,40 ft,,,alejanneros,9/25/18 1:01,,16,af2b868a-b8a8-470d-a49a-13a6541fccba,https://cch2.org/portal/collections/individual/index.php?occid=76355
1635838,UCR,,,PreservedSpecimen,UCR-BPS-217293,UCR0083340,UCR-217293,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,Raphanus sativus,29702,L.,Raphanus,NA,sativus,,,Species,,,,,,,,NA,Mark A. Elvin,,2235,1/26/03,,2003,1,26,26,NA,1/26/03,"Common annual c. 1 m tall, abundant in some areas; fls. white to purple.","Hilly, NW-facing drainages on hill; volcanic and sandstone outcrops; coastal sage scrub with Artemisia californica, Eriogonum fasciculatum, Opuntia littoralis, etc.",,,NA,NA,NA,NA,NA,,,NA,NA,,Flowering,,NA,NA,,NA,NA,,NA,,NA,NA,NA,United States,California,Orange,,"Irvine, UC Irvine Open Space Preserve, NE side, between core of UCI campus (E Peltason Dr.) and Hwy 73",,0,NA,33.63972,-117.84528,,,NA,,,,Collector GeoRef,,,46,NA,NA,NA,NA,,,,,9/7/24 22:01,UCR-BPS-217293,3,f598c4b0-447a-4ee6-adf4-628b6b15b650,https://cch2.org/portal/collections/individual/index.php?occid=1635838
1548194,UCR,,,PreservedSpecimen,UCR-BPS-132500,UCR0083344,UCR-132500,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,Raphanus sativus,29702,L.,Raphanus,NA,sativus,,,Species,A.C. Sanders,2003,,,,,,NA,Michael D. Wilcox,,s.n.,5/13/03,,2003,5,13,133,NA,5/13/03,,Coastal sage scrub and chaparral intergrading.,,,NA,NA,NA,NA,NA,,,NA,NA,,Flowering & Fruiting,,NA,NA,,NA,NA,,NA,,NA,NA,NA,United States,California,Riverside,,"French Valley, ?Greenway site? along Tucalota Creek c. 1 mile east of Murrieta Hot Springs",,0,NA,33.56556,-117.11833,,,NA,,,,,,,396,NA,NA,NA,NA,,,,,9/7/24 22:01,UCR-BPS-132500,3,87003fcb-00ee-4c21-b676-3143ac80064c,https://cch2.org/portal/collections/individual/index.php?occid=1548194
84330,SBBG,,,PreservedSpecimen,67cb5887-8a69-42c3-8673-56a684926e88,SBBG213817,SBBG_old: 117603,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,Raphanus sativus,29702,L.,Raphanus,NA,sativus,,,Species,,,,,,,,NA,D. C. Estrella,,65,4/3/03,,2003,4,3,93,NA,4/3/03,,sandy loam; W-facing disturbed roadside in open flat; maritime succulent scrub,,"ann herb, ca. 3 ft tall; cor cruciate, light purple w/ dark purple veins",NA,NA,NA,NA,NA,,,NA,NA,"Encelia californica, Euphorbia misera, Eriogonum fasciculatum, mixed grasses",Flowers Present,,NA,NA,,NA,NA,,NA,,NA,NA,NA,United States,California,San Diego,,"Water Treatment Facility, Woodward St entrance, rd side in front of bldg 306, W of Gatchell Rd; Pt Loma Naval Facility",,0,NA,32.6903,-117.2492,NAD83,,1000,,Rancho Santa Ana (no. 8),,Topo (SD),,georef from 2006-2015 archive backup file; Date Georeferenced: Mon Dec 26 13:37:13 2011,37,NA,NA,NA,NA,120 [ft],,,alejanneros,9/25/18 1:01,,16,f6af02a0-f6c8-4328-a76f-c96d66abb974,https://cch2.org/portal/collections/individual/index.php?occid=84330
469038,SD,,,PreservedSpecimen,613B71B5-5CBD-4E55-AC2A-9C95B41C9646,SD00062686,SD158504,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,Raphanus sativus,29702,L.,Raphanus,NA,sativus,,,Species,,D.C. Estrella Apr 7 2003 12:00AM,,,,,,NA,Dinna C. Estrella,,65,4/3/03,,2003,4,3,93,NA,4/3/03,,,,"Annual herb. Plant about 3 feet tall. In flower, corolla cruciate, light purple, with dark purple veins.",NA,NA,NA,NA,NA,,,NA,NA,"Sandy loam. Along west-facing disturbed roadside in open, flat area adjacent to maritime succulent (Encelia californica + Euphorbia misera + Eriogonum fasciculatum + mixed grasses) scrub.",,,0,NA,,NA,NA,,NA,,NA,NA,NA,United States,California,San Diego,,"Point Loma Naval Facility, SPAWAR. Water Treatment Facility, Woodward St. entrance. Growing along roadside, in front of building #306, west of Gatchell Rd.",,0,NA,32.69028,-117.24917,WGS84,,80,,mak,,TOPO! v3.4.2,,Collectors Lat Long used,36,NA,NA,NA,NA,,,,,9/4/24 12:55,SD158504,43,aa447d9c-0195-4244-856f-bf265b9ae151,https://cch2.org/portal/collections/individual/index.php?occid=469038
469031,SD,,,PreservedSpecimen,A3FDA35F-C8DC-4E72-B655-7A93BEC6FBAC,SD00062660,SD153382,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,Raphanus sativus,29702,L.,Raphanus,NA,sativus,,,Species,,Jon P. Rebman,,,,,,NA,Jeannie Gregory,,170,5/17/03,,2003,5,17,137,NA,5/17/03,,granitic soil with gem rich pegmatites throughout,,"Annual, pink flowers",NA,NA,NA,NA,NA,,,NA,NA,coastal sage scrub,FFL,,0,NA,,NA,NA,,NA,,NA,NA,NA,United States,California,San Diego,,Roland Reed's Mine on Pala Chief Mountain,,0,NA,33.38917,-117.05083,WGS84,,NA,,n/a,,Coordinates from label,,n/a,396,NA,NA,NA,NA,,,,,9/4/24 12:55,SD153382,43,bb7776cf-4908-4647-8868-ce14615e51f5,https://cch2.org/portal/collections/individual/index.php?occid=469031
469053,SD,,,PreservedSpecimen,1561A072-6F33-4E4D-95E0-B548F4AF053F,SD00062753,SD164272,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,Raphanus sativus,29702,L.,Raphanus,NA,sativus,,,Species,,Jon P. Rebman,,,,,,NA,Jon P. Rebman,Jeannie Gregory,9452,7/25/03,,2003,7,25,206,NA,7/25/03,,wet muddy and sandy substrates,,"Annual, flowers purple",NA,NA,NA,NA,NA,,,NA,NA,"Riparian vegetation with Salix, Platanus racemosa, Anemopsis californica, Scirpus californicus, Rumex, and Ambrosia psilostachya",FFL,,0,NA,,NA,NA,,NA,,NA,NA,NA,United States,California,San Diego,,"Rancho Jamul Ecological Reserve: west of Hwy. 94, south of Jamul & north of Otay Lakes Road; along Jamul Creek near old cement kiln",,0,NA,32.66472,-116.86694,WGS84,,NA,,n/a,,Coordinates from label,,n/a,210,NA,NA,NA,NA,,,,,9/4/24 12:55,SD164272,43,a4eb713a-b87b-40e6-bc87-a5602a131dcd,https://cch2.org/portal/collections/individual/index.php?occid=469053
389892,SDSU,,,PreservedSpecimen,b716741c-c470-4d69-8fe7-0ce3a679c708,SDSU15680,15680,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,Raphanus sativus,29702,L.,Raphanus,NA,sativus,,,Species,D.C. Estrella,4/7/03,"The Jepson Manual (Hickman, ed.,1996)",,,,,NA,"Estrella, D.C.",,65,4/3/03,,2003,4,3,93,NA,4/3/03,,"Sandy loam. Along west-facing disturbed roadside in open, flat area adjacent to maritime succulent (Encelia californica + Euphorbia misera + Eriogonum fasciculatum + mixed grasses) scrub.",,"Annual herb. Plant about 3 feet tall. In flower, corolla cruciate, light purple, with dark purple veins.",NA,NA,NA,NA,NA,,,NA,NA,,,,0,NA,,NA,NA,,NA,,NA,NA,NA,United States,California,San Diego,,"Point Loma Naval Facility, SPAWAR. Water Treatment Facility, Woodward St. entrance. Growing along roadside, in front of building #306, west of Gatchell Rd.",,0,NA,32.69028,-117.24917,,,NA,32.00∞ 41.00m 25s N; 117.00∞ 14.00m 57s W,Mary Alice Kessler,,"Garmin Summit Etrex GPS, +/- 16 ft",,7-Apr-09,37,NA,NA,NA,NA,120ft.,PL,,preprocessed,4/12/23 0:18,,6,b716741c-c470-4d69-8fe7-0ce3a679c708,https://cch2.org/portal/collections/individual/index.php?occid=389892
1566244,UCR,,,PreservedSpecimen,UCR-BPS-145934,UCR0083370,UCR-145934,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,Raphanus sativus,29702,L.,Raphanus,NA,sativus,,,Species,,,,,,,,NA,Jon P. Rebman,Jeannie Gregory,9452,7/25/03,,2003,7,25,206,NA,7/25/03,"Annual, flowers purple. Geology: wet muddy and sandy substrates.","Riparian vegetation with Salix, Platanus racemosa, Anemopsis californica, Scirpus californicus, Rumex, and Ambrosia psilostachya",,,NA,NA,NA,NA,NA,,,NA,NA,,Flowering & Fruiting,,NA,NA,,NA,NA,,NA,,NA,NA,NA,United States,California,San Diego,,"Rancho Jamul Ecological Reserve: west of Hwy. 94, south of Jamul & north of Otay Lakes Road; along Jamul Creek near old cement kiln",,0,NA,32.66472,-116.86694,,,NA,,,,,,,210,NA,NA,NA,NA,,,,,9/7/24 22:01,UCR-BPS-145934,3,bbe82670-ed78-4f89-af81-90df43731d55,https://cch2.org/portal/collections/individual/index.php?occid=1566244
469033,SD,,,PreservedSpecimen,C7555875-5E91-469E-99C6-C92A4F1E3FAE,SD00062766,SD157255,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,Raphanus sativus,29702,L.,Raphanus,NA,sativus,,,Species,,Jon P. Rebman,,,,,,NA,Carrie Schneider,,56,4/4/04,,2004,4,4,95,NA,4/4/04,,,,"abundant. Light purple flowers, fading to lighter color at base. Prominent vein coloration. No mature siliques remaining on stems (poor polination or quick shattering?)",NA,NA,NA,NA,NA,,,NA,NA,"disturbed area, flat, near dry stream",FFL,,0,NA,,NA,NA,,NA,,NA,NA,NA,United States,California,San Diego,,"San Diego Canyon: Switzer Canyon, east of 30th St; near the border of North Park and Golden Hill; North of Hwy94 and East of I-805",,0,NA,32.7341,-117.1285,WGS84,,NA,,n/a,,Coordinates from label,,n/a,67,NA,NA,NA,NA,,,,,9/4/24 12:55,SD157255,43,a88a1607-56e2-4aaf-9e5d-3cb2ce226624,https://cch2.org/portal/collections/individual/index.php?occid=469033
469058,SD,,,PreservedSpecimen,05B79349-2961-4921-BA68-DC7BFB03987E,SD00062561,SD166302,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus raphanistrum,Raphanus raphanistrum,29701,L.,Raphanus,NA,raphanistrum,,,Species,,Jon P. Rebman,,,,,,NA,Jon P. Rebman,Jeannie Gregory,10424,5/25/04,,2004,5,25,146,NA,5/25/04,,,,"Annual, flowers white; rare",NA,NA,NA,NA,NA,,,NA,NA,"Coastal Sage Scrub with Malosma laurina, Artemisia californica, Rhamnus crocea, Romneya trichocalyx, and Salvia apiana. Note: this area burned in Oct. 2003",FFL,,0,NA,,NA,NA,,NA,,NA,NA,NA,United States,California,San Diego,,"Rancho Jamul Ecological Reserve: west of Hwy. 94, south of Jamul & north of Otay Lakes Road; southwest part of reserve on a north-facing slope just southwest of the old cement furnace",,0,NA,32.66389,-116.86806,WGS84,,NA,,n/a,,Coordinates from label,,n/a,235,NA,NA,NA,NA,,,,,9/4/24 12:55,SD166302,43,595679d1-3193-4e0d-bc5c-88777d946b86,https://cch2.org/portal/collections/individual/index.php?occid=469058
469069,SD,,,PreservedSpecimen,4EF32DCE-DAFA-45D9-BBCC-EA1AB5700AB5,SD00062559,SD171070,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus raphanistrum,Raphanus raphanistrum,29701,L.,Raphanus,NA,raphanistrum,,,Species,,Jon P. Rebman,,,,,,NA,Larry Hendrickson,,152,5/18/04,,2004,5,18,139,NA,5/18/04,,"Highly disturbed area, in gravel and course sandy loam.",,Uncommon in area.,NA,NA,NA,NA,NA,,,NA,NA,"In burned (Cedar Fire 2003) pine-oak woodland. Assoc. with Pinus jefferyi, Lepidium nitidum var. nitidum, Camomilla suaveolens, Erodium cicutarium, Capsella bursa-pastoris, Avena sativa, Sisymbrium orientale.",FFL,,0,NA,,NA,NA,,NA,,NA,NA,NA,United States,California,San Diego,,"Los Caballos Horse Camp, Cuyamaca Rancho State Park. Around pipe corrals on loop road.",,0,NA,32.9734,-116.5727,WGS84,,NA,,n/a,,Coordinates from label,,n/a,NA,NA,NA,NA,NA,Unknownft.,,,,9/4/24 12:55,SD171070,43,4a589d86-c7a8-434b-8e18-8c2016374c8e,https://cch2.org/portal/collections/individual/index.php?occid=469069
469059,SD,,,PreservedSpecimen,35956E31-9E23-48B4-ACB8-CEF328551C12,SD00062755,SD166505,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,Raphanus sativus,29702,L.,Raphanus,NA,sativus,,,Species,,Jon P. Rebman,,,,,,NA,Jon P. Rebman,J. Gregory and J. Rocks,10505,6/1/04,,2004,6,1,153,NA,6/1/04,,"wet, muddy soils",,"Annual, flowers purple; common",NA,NA,NA,NA,NA,,,NA,NA,"Riparian with Platanus racemosa, Eucalyptus, Artemisia douglasiana, Hymenoclea monogyra, and Salix spp.",FFL,,0,NA,,NA,NA,,NA,,NA,NA,NA,United States,California,San Diego,,Otay Mountain Ecological Reserve (California Dept. of Fish & Game): Southeast of Otay Lake; near the gate just south of the bridge on Otay Lakes Road,,0,NA,32.63583,-116.88389,WGS84,,NA,,n/a,,Coordinates from label,,n/a,160,NA,NA,NA,NA,,,,,9/4/24 12:55,SD166505,43,a11b202e-3721-463d-8496-08e1e5186123,https://cch2.org/portal/collections/individual/index.php?occid=469059
469055,SD,,,PreservedSpecimen,6D31E30D-4CF2-4A4C-87E0-D2EB86501788,SD00062752,SD165247,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,Raphanus sativus,29702,L.,Raphanus,NA,sativus,,,Species,,Jon P. Rebman,,,,,,NA,Jolynn Robbins,,13,7/5/04,,2004,7,5,187,NA,7/5/04,,Disturbed soil.,,"Annual, 1 ft. tall, purple flowers, common.",NA,NA,NA,NA,NA,,,NA,NA,Riparian with willows.,FL,,0,NA,,NA,NA,,NA,,NA,NA,NA,United States,California,San Diego,,"Damon Lane County Park in south El Cajon. South on Jamacha, right on Fury. Then right on Wieghorst, left on Calle Albara.",,0,NA,32.754,-116.942,WGS84,,NA,,n/a,,Coordinates from label,,n/a,69,NA,NA,NA,NA,,,,,9/4/24 12:55,SD165247,43,fa4797d1-869d-4df4-a9ad-51ed7884f719,https://cch2.org/portal/collections/individual/index.php?occid=469055
